Address,Bedrooms,Bathrooms,Last Update,Tenancy period,Viewed,Rated by,Rating,Subratings,author_name,author_role,comment_body,comment_time,Rent
1 Timber Pond Road London SE16,2,1,Mar 20 2017,Sep 2015 - Jan 2017,50 times,bbburrito,2.8/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",BbBurrito,Tenant,"House is of very poor construction, no insulation, heating barely works; the house is never warm no matter how high and for how long the heating is on. Decades old bathroom fittings that are rotten and rife with mold due to botched attempts at DIY repair by the landlord. Discourteous and dishonest landlord. During tenancy put up with: unaddressed mold problems, unaddressed broken kitchen fittings and unsanitary mold on worktops, disrespectful and rude communication, illegal intrusion.",20-03-2017 08:17 AM,£1400
16 The Chantry Headcorn Ashford,2,2,Jan 18 2018,Feb 2017 - Feb 2019,80 times,jul78_abi83,6.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Jul78_Abi83,Tenant,"The house is situated in a nice and quiet area with an allocated parking.  The area is very convenient for a couple with children.  Re locating from the city ( London ) we have been conquered by the conservatory that makes one additional room during the summer ( extremely convenient to dry clothes as the washing machine does not offer the dryer option ).  Unfortunately during the winter ( from November to April ) this additional room can not be used ( to cold and wet to dry clothes ) and unless considering using a heater in the room ( at a cost! ) it won\'t be possible to use that room other than during the daylight.  Except for the conservatory, the hall, the kitchen and the bathroom, all the surface of the house is cover by carpet what is not the most convenient to clean ( particularly with children ).  From our opinion, the mistake is to have installed carpet on the living room were it would have been much more advisable to install laminated floor.  The main issue with that property is the agency managing the property, Simon and Miller in Larkfield ( Maidstone ).  We have a couple of years experience in renting properties but this agency is from far the poorest agency we never had to deal with.  Up to now, they charged us ( the cost have been added to our online account and i assume they are expecting to deduct the costs from our deposit by the end of the tenancy ) for 3 allegedly non necessary requests of assistance charged £72, £40 and £48.  We tried to discuss the issue but we have always been shut down and told we will have to pay.  The attitude of the agency is disdainful and patronizing and is the real hassle of renting this property.  Regarding the repairs, the agency is unable to solve urgent problem efficiently:  when we moved in the property, the sink plug was stuck half closed and it took the agency/ the landlord 9 months to replace it.  We had issue with the lock of the doors between the conservatory and the living room that was not closing and told it won\'t be changed.  We had issue with the front door lock.  We had issue with the oven ( it has just been replaced 3 months after we reported the fault ).  Another important mistake regarding the energy consumption: the thermostat is located in the hall where the ( open ) stairway is located.  Without a permanent manual adjustment, the heating is always working: it\'s too hot upstairs and barely warm downstairs.  I will say the property is a very nice house but the attitude of the managing agency ( Simon and Miller in Larkfield ) is terrific.",18-01-2018 07:35 PM,£840
12/2 Wester Hailes Park Edinburgh,0,0,Aug 24 2015,Jun 2012 - Jun 2014,93 times,kamylka13,1.4/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '-2', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£0
Flat 9 Aylmer Court Sheldon Avenue London N2,2,1,Sep 27 2016,May 2016 - Sep 2016,672 times,cynicaltenant,6.9/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '', 'Energy Bills': '0.5', 'Landlord/Agents': '0.5', 'Deposit refund': ''}",CynicalTenant,Tenant,"The bath has regular problems with leaking downstairs, only temporary fixes were provided.

There was no Sky communal point in the flat, took a couple of months and lots of chasing to get this installed, had to take many days off with no result. In the end this was installed in the bedroom not where we initially wanted it. 

Floors are quite creaky, not a huge problem.

Upstairs neighbour has very creaky floor / furniture which can be a bit of a problem during early morning or for bed time.",27-09-2016 08:08 AM,£1340
41 Heathdale Avenue Hounslow,2,1,Sep 30 2016,Sep 2014 - Aug 2015,19 times,manugautam,6.4/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': '0'}",,,,,£1325
421C Bethnal Green Road London E2,2,1,Feb 09 2017,Nov 2015 - Nov 2016,47 times,coldandbroke,-0.1/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Coldandbroke,Tenant,beware!,09-02-2017 02:26 PM,£1500
"Flat 4
Images
New Street
POOLE
BH15 1LB
UNITED KINGDOM",2,2,Feb 04 2021,Jul 2019 - Aug 2020,5 times,poole123,4.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '0', 'Induction': '0', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': '0'}",Poole123,Tenant,"Nice enough flat in the centre of Poole but many issues. You can hear the very heavy  traffic especially at rush hour from the surrounding streets. The flat gets the sun in the morning so quite nice on summer days where the flat faces another block it is a little cooler. There are holiday lettings within the vicinity. The trouble is they can keep you awake late at night and wake you up early in the morning due to residents of these arriving and leaving the car park which is directly beneath the bedroom. The landlord wanted to charge me for things that were on the inventory when I moved in and for cleaning the property when it was vacated. The arbitration service went in my favour. Leaders Poole, who let the property did not fully discuss the no deposit scheme (do no go for this, pay a deposit. You will be better protected). After you leave the letting agents (Leaders) will take ages to answer emails, sometimes over a month. They seem to be only interested in protecting the landlords money and property. I would not recommend renting this property.",04-02-2021 01:28 AM,£925
134 Manor Road Newton St. Faith Norwich,0,0,Jan 11 2018,Sep 2014 - Jan 2018,70 times,karen-lambert73,1.8/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '-2', 'Induction': '0.25', 'Parking': '', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£0
27 Middle Street Blackhall Colliery Hartlepool,0,0,Aug 23 2015,Jan 2015 - Aug 2015,306 times,elliemae14514,6.4/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '0', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': ''}",,,,,£0
Flat 10 Princess Court Beavers Lane Hounslow,2,1,Mar 10 2018,Mar 2013 - Oct 2017,73 times,nirmal,4.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '0', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '0.75', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '1'}",,,,,£1100
Apartment 1 Parkside 176 Granville Street Birmingham,1,1,Mar 06 2017,Jan 2017 - Jul 2017,137 times,therubberduck,3.1/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '', 'Safety': '0.75', 'Traffic': '', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£0
65 Balmoral Road Aberdeen,2,1,Aug 29 2016,Jan 2015 - Jun 2015,634 times,danielsmart-rent-co-uk,8.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '0', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",Daniel@smart-rent.co.uk,Tenant,"Nice house, with a lovely backyard to spend nice quality time there. 

Everything up to standards when I left.",29-08-2016 04:55 AM,£0
1 Rosslyn Crescent Edinburgh,0,0,Aug 20 2015,May 2012 - Jun 2013,727 times,Noble.laila,5.0/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0.5', 'Deposit refund': '1'}",,,,,£0
268 Pinner Road Harrow,0,0,May 24 2015,Aug 2013 - May 2015,154 times,Mazzie ,2.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0.25', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£0
317B Ewell Road Surbiton,1,1,Jan 27 2018,Aug 2013 - Jan 2018,1541 times,maniused2be,7.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '0', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.5', 'Landlord/Agents': '1.5', 'Deposit refund': ''}",Maniused2be,Tenant,"Condensation issue in the flat causing damp. I just clean the walls. Landlord has been good and isn\'t intrusive and leaves me alone. 
If visits are needed they always let me know in advance and are always friendly.
No issues with rent or payment requests either.
Had a blocked drain when I first moved in which they cleared.",27-01-2018 06:38 PM,£900
"M19 2RB, Apartment 9, 2 Hardicker Street, Manchester",1,1,Aug 18 2018,Feb 2015 - Feb 2016,10 times,saxonwhittle,-1.3/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.5', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,
48 Mackintosh Place Cardiff,3,1,Jan 18 2018,Jul 2013 - Jun 2014,169 times,uniboy,1.9/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0', 'Rodents/Insects': '0', 'Induction': '0', 'Parking': '0', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Uniboy,Tenant,"Landlord here is shocking and the general area has problems. Landlord tried to take a tenant owned mattress claiming that it was in their house so they could take it, hole in ceiling which they claimed was for ventilation, spent all valentines day at the flat ruining all house mates date plans with loved ones as they didn\'t want to go home, shouting at tenants and visitors to the house, all house problems were our fault including the severe damp caused by the roof leaking into rooms, unannounced visits and generally unpleasant to name a few things.

When we moved out we had a lot of problems dealing with the landlord. Out of 13 years in living in rented properties this was probably the worst year ive had mainly due to the Landlord. The problems of the house were dealable to a certain extent just I will never rent a property from them again. 

Next door to the property is a house that can see clearly into the kitchen. For the first few months this wasn\'t a problem but then the house was bought by a live in care home. After that point there were multiple points where loud arguing shouting and swearing could be heard. However its understandable given the situation and lets face it if your living in a city then noisy neighbors are to be expected.

We were also robbed within the first month of living in the property, housemate left the window open went to make a cup of tea to find someone had jumped through the window, grabbed a bunch of laptops and jumped back out again.

Also two kids across the road used to like hanging out of the windows shouting racist abuse at people walking past on a frequent basis.

No parking in the area with heavy congestion and noise as situated next to a busy road.

Nice garden though.",18-01-2018 02:24 PM,£270
